LOTTO GAME	COMBINATIONS	DRAW DATE	JACKPOT	WINNERS
EZ2 Lotto 9PM	13-06	1/14/2010	4,000.00	135
EZ2 Lotto Vismin 9PM	13-06	1/14/2010	4,000.00	10
Lotto 6/42	33-23-27-15-37-30	1/14/2010	16,620,224.40	1
EZ2 Lotto 11AM	04-24	1/14/2010	4,000.00	260
EZ2 Lotto 4PM	17-13	1/14/2010	4,000.00	44
Megalotto 6/45	23-11-12-08-30-21	1/13/2010	20,028,803.40	2
4Digit	5-5-1-6	1/13/2010	42,750.00	12
4D Vismin	5-5-1-6	1/13/2010	30,455.00	8
Suertres Lotto 11AM	04-08-06	1/13/2010	4,500.00	221
Suertres Lotto 4PM	5-0-0	1/13/2010	4,500.00	1000
Suertres Lotto 9PM	1-8-1	1/13/2010	4,500.00	974
EZ2 Lotto 9PM	13-18	1/13/2010	4,000.00	439
EZ2 Lotto Vismin 9PM	13-18	1/13/2010	4,000.00	29
EZ2 Lotto 11AM	03-23	1/13/2010	4,000.00	154
EZ2 Lotto 4PM	14-19	1/13/2010	4,000.00	64
Superlotto 6/49	38-19-16-42-49-10	1/12/2010	37,547,074.80	0
6Digit	7-2-6-8-8-0	1/12/2010	1,393,675.76	0
Suertres Lotto 11AM	6-8-3	1/12/2010	4,500.00	42
Suertres Lotto 4PM	1-3-5	1/12/2010	4,500.00	350
Suertres Lotto 9PM	2-2-4	1/12/2010	4,500.00	331
EZ2 Lotto 9PM	14-22	1/12/2010	4,000.00	456
EZ2 Lotto Vismin 9PM	14-22	1/12/2010	4,000.00	26
Lotto 6/42	31-07-10-08-33-42	1/12/2010	13,852,521.00	0
EZ2 Lotto 11AM	04-22	1/12/2010	4,000.00	120
EZ2 Lotto 4PM	20-09	1/12/2010	4,000.00	51
Megalotto 6/45	03-38-06-13-20-31	1/11/2010	14,953,833.00	0
4Digit	8-2-7-7	1/11/2010	36,008.00	21
4D Vismin	8-2-7-7	1/11/2010	49,783.00	7
Suertres Lotto 11AM	2-3-2	1/11/2010	4,500.00	267
Suertres Lotto 4PM	6-3-8	1/11/2010	4,500.00	137
Suertres Lotto 9PM	8-8-8	1/11/2010	4,500.00	1104
EZ2 Lotto 9PM	19-06	1/11/2010	4,000.00	157
EZ2 Lotto Vismin 9PM	19-06	1/11/2010	4,000.00	6
EZ2 Lotto 11AM	12-18	1/11/2010	4,000.00	184
EZ2 Lotto 4PM	31-03	1/11/2010	4,000.00	21
Superlotto 6/49	47-09-10-17-46-07	1/10/2010	31,936,438.80	0
Suertres Lotto 11AM	3-0-0	1/10/2010	4,500.00	774
Suertres Lotto 4PM	1-0-0	1/10/2010	4,500.00	959
Suertres Lotto 9PM	9-8-2	1/10/2010	4,500.00	418
EZ2 Lotto 9PM	08-23	1/10/2010	4,000.00	492
EZ2 Lotto Vismin 9PM	08-23	1/10/2010	4,000.00	37
EZ2 Lotto 11AM	13-22	1/10/2010	4,000.00	270
EZ2 Lotto 4PM	18-21	1/10/2010	4,000.00	84
6Digit	8-3-9-8-1-8	1/9/2010	1,108,937.10	0
Suertres Lotto 11AM	8-0-0	1/9/2010	4,500.00	368
Suertres Lotto 4PM	6-2-2	1/9/2010	4,500.00	200
Suertres Lotto 9PM	9-1-2	1/9/2010	4,500.00	982
EZ2 Lotto 9PM	09-08	1/9/2010	4,000.00	495
EZ2 Lotto Vismin 9PM	09-08	1/9/2010	4,000.00	37
Lotto 6/42	38-27-35-04-01-14	1/9/2010	10,334,779.20	0
PowerLotto	39-10-42-29-44-07	1/9/2010	90,080,919.00	0
EZ2 Lotto 11AM	12-01	1/9/2010	4,000.00	170
EZ2 Lotto 4PM	21-29	1/9/2010	4,000.00	22
Megalotto 6/45	28-38-17-35-01-08	1/8/2010	9,885,853.80	0
4Digit	3-2-8-2	1/8/2010	88,222.00	10
4D Vismin	3-2-8-2	1/8/2010	41,714.00	9
Suertres Lotto 11AM	5-2-1	1/8/2010	4,500.00	656
Suertres Lotto 4PM	8-8-2	1/8/2010	4,500.00	174
Suertres Lotto 9PM	9-4-8	1/8/2010	4,500.00	539
EZ2 Lotto 9PM	01-26	1/8/2010	4,000.00	447
EZ2 Lotto Vismin 9PM	01-26	1/8/2010	4,000.00	29
EZ2 Lotto 11AM	29-23	1/8/2010	4,000.00	24
EZ2 Lotto 4PM	18-04	1/8/2010	4,000.00	41
Superlotto 6/49	03-08-31-35-27-44	1/7/2010	24,021,158.40	0
6Digit	4-3-0-4-2-9	1/7/2010	819,753.30	0
Suertres Lotto 11AM	1-7-4	1/7/2010	4,500.00	500
Suertres Lotto 4PM	2-6-6	1/7/2010	4,500.00	129
Suertres Lotto 9PM	7-5-5	1/7/2010	4,500.00	315
EZ2 Lotto 9PM	04-20	1/7/2010	4,000.00	463
EZ2 Lotto Vismin 9PM	04-20	1/7/2010	4,000.00	42
Lotto 6/42	16-40-36-27-34-18	1/7/2010	6,021,309.60	0
EZ2 Lotto 11AM	28-20	1/7/2010	4,000.00	22
EZ2 Lotto 4PM	17-23	1/7/2010	4,000.00	60
Megalotto 6/45	36-34-29-24-25-07	1/6/2010	4,912,484.40	0
4Digit	8-8-4-2	1/6/2010	93,619.00	8
4D Vismin	8-8-4-2	1/6/2010	117,892.00	3
Suertres Lotto 11AM	8-6-1	1/6/2010	4,500.00	184
Suertres Lotto 4PM	3-3-6	1/6/2010	4,500.00	314
Suertres Lotto 9PM	7-2-3	1/6/2010	4,500.00	590
EZ2 Lotto 9PM	14-21	1/6/2010	4,000.00	351
EZ2 Lotto Vismin 9PM	14-21	1/6/2010	4,000.00	14
EZ2 Lotto 11AM	22-10	1/6/2010	4,000.00	88
EZ2 Lotto 4PM	27-20	1/6/2010	4,000.00	31
Superlotto 6/49	02-43-47-36-41-14	1/5/2010	17,607,128.40	0
6Digit	5-0-6-1-5-9	1/5/2010	682,600.58	0
Suertres Lotto 11AM	6-4-5	1/5/2010	4,500.00	159
Suertres Lotto 4PM	1-2-8	1/5/2010	4,500.00	361
Suertres Lotto 9PM	3-2-5	1/5/2010	4,500.00	725
EZ2 Lotto 9PM	29-06	1/5/2010	4,000.00	122
EZ2 Lotto Vismin 9PM	29-06	1/5/2010	4,000.00	4
Lotto 6/42	42-32-31-28-01-02	1/5/2010	3,522,614.40	0
EZ2 Lotto 11AM	17-26	1/5/2010	4,000.00	133
EZ2 Lotto 4PM	03-25	1/5/2010	4,000.00	71
Megalotto 6/45	11-04-07-29-03-26	1/4/2010	5,138,544.60	1
4Digit	5-5-1-7	1/4/2010	14,586.00	29
4D Vismin	5-5-1-7	1/4/2010	241,200.00	1
Suertres Lotto 11AM	2-4-6	1/4/2010	4,500.00	200
Suertres Lotto 4PM	8-7-3	1/4/2010	4,500.00	222
Suertres Lotto 9PM	2-7-1	1/4/2010	4,500.00	503
EZ2 Lotto 9PM	30-10	1/4/2010	4,000.00	217
EZ2 Lotto Vismin 9PM	30-10	1/4/2010	4,000.00	10
EZ2 Lotto 11AM	30-01	1/4/2010	4,000.00	79
EZ2 Lotto 4PM	22-20	1/4/2010	4,000.00	36
Superlotto 6/49	16-11-10-07-19-37	1/3/2010	16,000,000.00	0
Suertres Lotto 11AM	9-0-7	1/3/2010	4,500.00	220
Suertres Lotto 4PM	5-1-7	1/3/2010	4,500.00	153
Suertres Lotto 9PM	3-2-4	1/3/2010	4,500.00	436
EZ2 Lotto 9PM	13-11	1/3/2010	4,000.00	145
EZ2 Lotto Vismin 9PM	13-11	1/3/2010	4,000.00	16
EZ2 Lotto 11AM	28-11	1/3/2010	4,000.00	60
EZ2 Lotto 4PM	31-08	1/3/2010	4,000.00	28
6Digit	1-2-5-4-4-6	1/2/2010	369,306.26	0
Suertres Lotto 11AM	9-1-1	1/2/2010	4,500.00	250
Suertres Lotto 4PM	8-5-9	1/2/2010	4,500.00	154
Suertres Lotto 9PM	4-9-2	1/2/2010	4,500.00	589
EZ2 Lotto 9PM	11-17	1/2/2010	4,000.00	495
EZ2 Lotto Vismin 9PM	11-17	1/2/2010	4,000.00	59
Lotto 6/42	33-13-24-22-10-29	1/2/2010	18,275,176.80	1
PowerLotto	17-31-38-05-36-02	1/2/2010	88,816,014.00	0
EZ2 Lotto 11AM	20-17	1/2/2010	4,000.00	31
EZ2 Lotto 4PM	22-14	1/2/2010	4,000.00	35
Superlotto 6/49	44-34-28-29-23-39	12/31/2009	16,000,000.00	0
6Digit	7-6-0-8-5-4	12/31/2009	319,306.26	0
Suertres Lotto 11AM	1-8-5	12/31/2009	4,500.00	388
Suertres Lotto 4PM	2-2-4	12/31/2009	4,500.00	230
Suertres Lotto 9PM	4-8-1	12/31/2009	4,500.00	504
EZ2 Lotto 9PM	04-25	12/31/2009	4,000.00	212
EZ2 Lotto Vismin 9PM	04-25	12/31/2009	4,000.00	26
Lotto 6/42	19-37-07-11-05-34	12/31/2009	14,037,904.80	0
EZ2 Lotto 11AM	27-27	12/31/2009	4,000.00	157
EZ2 Lotto 4PM	07-16	12/31/2009	4,000.00	102
Megalotto 6/45	33-42-22-04-28-39	12/30/2009	15,081,080.40	1
4Digit	0-2-9-4	12/30/2009	49,664.00	18
4D Vismin	0-2-9-4	12/30/2009	214,558.00	2
Suertres Lotto 11AM	1-2-7	12/30/2009	4,500.00	846
Suertres Lotto 4PM	6-9-8	12/30/2009	4,500.00	181
Suertres Lotto 9PM	0-5-4	12/30/2009	4,500.00	449
EZ2 Lotto 9PM	23-29	12/30/2009	4,000.00	210
EZ2 Lotto Vismin 9PM	23-29	12/30/2009	4,000.00	16
EZ2 Lotto 11AM	04-11	12/30/2009	4,000.00	267
EZ2 Lotto 4PM	29-28	12/30/2009	4,000.00	11
Superlotto 6/49	15-27-17-37-18-11	12/29/2009	111,242,358.00	1
6Digit	1-5-1-6-9-1	12/29/2009	150,000.00	0
Suertres Lotto 11AM	2-6-9	12/29/2009	4,500.00	380
Suertres Lotto 4PM	4-9-5	12/29/2009	4,500.00	323
Suertres Lotto 9PM	8-1-0	12/29/2009	4,500.00	867
EZ2 Lotto 9PM	12-16	12/29/2009	4,000.00	494
EZ2 Lotto Vismin 9PM	12-16	12/29/2009	4,000.00	51
Lotto 6/42	39-13-14-31-24-18	12/29/2009	12,080,277.00	0
EZ2 Lotto 11AM	13-02	12/29/2009	4,000.00	77
EZ2 Lotto 4PM	18-07	12/29/2009	4,000.00	24
Megalotto 6/45	26-29-31-01-06-17	12/28/2009	9,640,758.60	0
4Digit	3-1-1-4	12/28/2009	10,000.00	52
4D Vismin	3-1-1-4	12/28/2009	22,916.00	12
Suertres Lotto 11AM	7-0-7	12/28/2009	4,500.00	306
Suertres Lotto 4PM	5-8-4	12/28/2009	4,500.00	202
Suertres Lotto 9PM	5-0-5	12/28/2009	4,500.00	957
EZ2 Lotto 9PM	07-22	12/28/2009	4,000.00	495
EZ2 Lotto Vismin 9PM	07-22	12/28/2009	4,000.00	29
EZ2 Lotto 11AM	12-28	12/28/2009	4,000.00	270
EZ2 Lotto 4PM	25-13	12/28/2009	4,000.00	21
Superlotto 6/49	48-09-17-30-08-16	12/27/2009	98,693,262.00	0
Suertres Lotto 11AM	7-6-4	12/27/2009	4,500.00	212
Suertres Lotto 4PM	2-4-1	12/27/2009	4,500.00	146
Suertres Lotto 9PM	6-9-5	12/27/2009	4,500.00	355
EZ2 Lotto 9PM	08-13	12/27/2009	4,000.00	320
EZ2 Lotto Vismin 9PM	08-13	12/27/2009	4,000.00	61
EZ2 Lotto 11AM	08-21	12/27/2009	4,000.00	110
EZ2 Lotto 4PM	12-06	12/27/2009	4,000.00	56
6Digit	7-1-5-9-1-3	12/26/2009	2,024,900.00	2
Suertres Lotto 11AM	2-0-9	12/26/2009	4,500.00	1000
Suertres Lotto 4PM	5-6-0	12/26/2009	4,500.00	71
Suertres Lotto 9PM	9-4-1	12/26/2009	4,500.00	568
EZ2 Lotto 9PM	01-22	12/26/2009	4,000.00	257
EZ2 Lotto Vismin 9PM	01-22	12/26/2009	4,000.00	40
Lotto 6/42	37-34-28-15-04-39	12/26/2009	8,445,205.80	0
PowerLotto	05-20-50-34-30-06	12/26/2009	87,642,549.00	0
EZ2 Lotto 11AM	03-02	12/26/2009	4,000.00	102
EZ2 Lotto 4PM	14-06	12/26/2009	4,000.00	28
Superlotto 6/49	43-30-39-03-19-10	12/24/2009	89,248,500.00	0
6Digit	0-6-8-6-7-2	12/24/2009	3,900,611.80	0
Suertres Lotto 11AM	9-3-3	12/24/2009	4,500.00	141
Suertres Lotto 4PM	2-0-3	12/24/2009	4,500.00	362
Suertres Lotto 9PM	7-8-0	12/24/2009	4,500.00	280
EZ2 Lotto 9PM	14-07	12/24/2009	4,000.00	110
EZ2 Lotto Vismin 9PM	14-07	12/24/2009	4,000.00	3
Lotto 6/42	22-32-31-26-39-37	12/24/2009	4,639,539.60	0
EZ2 Lotto 11AM	23-12	12/24/2009	4,000.00	87
EZ2 Lotto 4PM	20-24	12/24/2009	4,000.00	96
Megalotto 6/45	39-02-11-25-29-40	12/23/2009	4,728,879.00	0
4Digit	6-3-0-7	12/23/2009	54,319.00	15
4D Vismin	6-3-0-7	12/23/2009	200,487.00	2
Suertres Lotto 11AM	0-1-0	12/23/2009	4,500.00	1000
Suertres Lotto 4PM	2-5-2	12/23/2009	4,500.00	906
Suertres Lotto 9PM	3-4-1	12/23/2009	4,500.00	951
EZ2 Lotto 9PM	16-15	12/23/2009	4,000.00	113
EZ2 Lotto Vismin 9PM	16-15	12/23/2009	4,000.00	21
EZ2 Lotto 11AM	31-22	12/23/2009	4,000.00	26
EZ2 Lotto 4PM	03-10	12/23/2009	4,000.00	124
Superlotto 6/49	15-21-37-47-16-22	12/22/2009	83,883,110.40	0
6Digit	6-9-2-2-7-5	12/22/2009	3,593,726.18	0
Suertres Lotto 11AM	2-3-7	12/22/2009	4,500.00	372
Suertres Lotto 4PM	8-8-3	12/22/2009	4,500.00	92
Suertres Lotto 9PM	0-1-8	12/22/2009	4,500.00	503
EZ2 Lotto 9PM	20-16	12/22/2009	4,000.00	146
EZ2 Lotto Vismin 9PM	20-16	12/22/2009	4,000.00	7
Lotto 6/42	16-18-09-26-34-23	12/22/2009	3,214,078.20	0
EZ2 Lotto 11AM	19-11	12/22/2009	4,000.00	141
EZ2 Lotto 4PM	15-16	12/22/2009	4,000.00	34
Megalotto 6/45	16-30-40-25-45-06	12/21/2009	9,217,931.40	1
4Digit	1-0-7-6	12/21/2009	29,341.00	31
4D Vismin	1-0-7-6	12/21/2009	37,491.00	11
Suertres Lotto 11AM	3-2-8	12/21/2009	4,500.00	237
Suertres Lotto 4PM	0-5-9	12/21/2009	4,500.00	129
Suertres Lotto 9PM	7-1-3	12/21/2009	4,500.00	1123
EZ2 Lotto 9PM	06-11	12/21/2009	4,000.00	495
EZ2 Lotto Vismin 9PM	06-11	12/21/2009	4,000.00	24
EZ2 Lotto 11AM	17-28	12/21/2009	4,000.00	71
EZ2 Lotto 4PM	29-07	12/21/2009	4,000.00	32
Superlotto 6/49	47-29-06-15-28-10	12/20/2009	76,765,939.20	0
Suertres Lotto 11AM	6-0-5	12/20/2009	4,500.00	258
Suertres Lotto 4PM	9-3-5	12/20/2009	4,500.00	176
Suertres Lotto 9PM	5-7-7	12/20/2009	4,500.00	428
EZ2 Lotto 9PM	19-15	12/20/2009	4,000.00	165
EZ2 Lotto Vismin 9PM	19-15	12/20/2009	4,000.00	6
EZ2 Lotto 11AM	20-11	12/20/2009	4,000.00	258
EZ2 Lotto 4PM	01-16	12/20/2009	4,000.00	47
6Digit	8-4-5-3-3-1	12/19/2009	3,385,362.58	0
Suertres Lotto 11AM	6-5-7	12/19/2009	4,500.00	169
Suertres Lotto 4PM	0-3-5	12/19/2009	4,500.00	174
Suertres Lotto 9PM	7-1-8	12/19/2009	4,500.00	1155
EZ2 Lotto 9PM	09-23	12/19/2009	4,000.00	495
EZ2 Lotto Vismin 9PM	09-23	12/19/2009	4,000.00	45
Lotto 6/42	21-03-14-22-27-16	12/19/2009	23,754,252.60	1
PowerLotto	41-20-40-36-22-07	12/19/2009	86,516,901.00	0
EZ2 Lotto 11AM	22-18	12/19/2009	4,000.00	58
EZ2 Lotto 4PM	05-25	12/19/2009	4,000.00	135
Megalotto 6/45	01-42-04-25-18-08	12/18/2009	4,500,000.00	0
4Digit	1-1-5-4	12/18/2009	23,242.00	30
4D Vismin	1-1-5-4	12/18/2009	12,537.00	30
Suertres Lotto 11AM	8-5-3	12/18/2009	4,500.00	108
Suertres Lotto 4PM	7-0-1	12/18/2009	4,500.00	82
Suertres Lotto 9PM	1-1-6	12/18/2009	4,500.00	479
EZ2 Lotto 9PM	26-26	12/18/2009	4,000.00	451
EZ2 Lotto Vismin 9PM	26-26	12/18/2009	4,000.00	17
EZ2 Lotto 11AM	22-09	12/18/2009	4,000.00	65
EZ2 Lotto 4PM	08-30	12/18/2009	4,000.00	82
Superlotto 6/49	02-24-48-13-10-25	12/17/2009	67,787,571.60	0
6Digit	0-1-4-1-7-9	12/17/2009	3,034,013.04	0
Suertres Lotto 11AM	2-1-8	12/17/2009	4,500.00	641
Suertres Lotto 4PM	3-2-1	12/17/2009	4,500.00	523
Suertres Lotto 9PM	1-9-2	12/17/2009	4,500.00	1122
EZ2 Lotto 9PM	18-07	12/17/2009	4,000.00	297
EZ2 Lotto Vismin 9PM	18-07	12/17/2009	4,000.00	7
Lotto 6/42	16-38-39-15-02-26	12/17/2009	19,255,059.00	0
EZ2 Lotto 11AM	07-15	12/17/2009	4,000.00	235
EZ2 Lotto 4PM	08-28	12/17/2009	4,000.00	103
Megalotto 6/45	18-24-11-02-26-23	12/16/2009	4,647,405.60	2
4Digit	1-7-5-6	12/16/2009	16,034.00	52
4D Vismin	1-7-5-6	12/16/2009	70,787.00	5
Suertres Lotto 11AM	7-0-1	12/16/2009	4,500.00	91
Suertres Lotto 4PM	2-6-7	12/16/2009	4,500.00	240
Suertres Lotto 9PM	5-8-8	12/16/2009	4,500.00	437
EZ2 Lotto 9PM	28-10	12/16/2009	4,000.00	129
EZ2 Lotto Vismin 9PM	28-10	12/16/2009	4,000.00	12
EZ2 Lotto 11AM	14-25	12/16/2009	4,000.00	174
EZ2 Lotto 4PM	20-16	12/16/2009	4,000.00	42
Superlotto 6/49	16-05-34-17-28-11	12/15/2009	60,548,036.40	0
6Digit	0-6-8-4-4-5	12/15/2009	2,666,955.88	0
Suertres Lotto 11AM	9-7-5	12/15/2009	4,500.00	186
Suertres Lotto 4PM	2-9-7	12/15/2009	4,500.00	367
Suertres Lotto 9PM	0-6-6	12/15/2009	4,500.00	216
EZ2 Lotto 9PM	27-12	12/15/2009	4,000.00	198
EZ2 Lotto Vismin 9PM	27-12	12/15/2009	4,000.00	18
Lotto 6/42	23-02-40-03-07-01	12/15/2009	16,702,938.00	0
EZ2 Lotto 11AM	27-29	12/15/2009	4,000.00	88
EZ2 Lotto 4PM	11-04	12/15/2009	4,000.00	135
Megalotto 6/45	05-09-27-21-23-45	12/14/2009	18,680,373.00	1
4Digit	1-8-0-0	12/14/2009	16,505.00	46
4D Vismin	1-8-0-0	12/14/2009	10,000.00	56
Suertres Lotto 11AM	8-5-6	12/14/2009	4,500.00	198
Suertres Lotto 4PM	6-8-1	12/14/2009	4,500.00	115
Suertres Lotto 9PM	8-5-3	12/14/2009	4,500.00	484
EZ2 Lotto 9PM	01-31	12/14/2009	4,000.00	495
EZ2 Lotto Vismin 9PM	01-31	12/14/2009	4,000.00	18
EZ2 Lotto 11AM	26-28	12/14/2009	4,000.00	86
EZ2 Lotto 4PM	13-01	12/14/2009	4,000.00	91
Superlotto 6/49	44-09-17-15-04-31	12/13/2009	54,654,469.20	0
Suertres Lotto 11AM	7-0-1	12/13/2009	4,500.00	358
Suertres Lotto 4PM	0-9-9	12/13/2009	4,500.00	133
Suertres Lotto 9PM	9-3-3	12/13/2009	4,500.00	332
EZ2 Lotto 9PM	04-02	12/13/2009	4,000.00	359
EZ2 Lotto Vismin 9PM	04-02	12/13/2009	4,000.00	38
EZ2 Lotto 11AM	14-04	12/13/2009	4,000.00	97
EZ2 Lotto 4PM	22-18	12/13/2009	4,000.00	14
6Digit	7-5-5-1-5-3	12/12/2009	2,311,821.86	0
Suertres Lotto 11AM	0-9-1	12/12/2009	4,500.00	300
Suertres Lotto 4PM	9-2-2	12/12/2009	4,500.00	169
Suertres Lotto 9PM	2-5-6	12/12/2009	4,500.00	581
EZ2 Lotto 9PM	15-14	12/12/2009	4,000.00	144
EZ2 Lotto Vismin 9PM	15-14	12/12/2009	4,000.00	4
Lotto 6/42	36-30-01-08-12-41	12/12/2009	13,281,766.20	0
PowerLotto	31-22-50-27-21-05	12/12/2009	85,338,162.00	0
EZ2 Lotto 11AM	13-20	12/12/2009	4,000.00	146
EZ2 Lotto 4PM	06-08	12/12/2009	4,000.00	79
Megalotto 6/45	16-14-04-19-02-17	12/11/2009	13,791,425.40	0
4Digit	3-4-6-0	12/11/2009	95,773.00	8
4D Vismin	3-4-6-0	12/11/2009	175,653.00	2
Suertres Lotto 11AM	0-4-9	12/11/2009	4,500.00	570
Suertres Lotto 4PM	7-8-6	12/11/2009	4,500.00	123
Suertres Lotto 9PM	2-6-0	12/11/2009	4,500.00	381
EZ2 Lotto 9PM	29-10	12/11/2009	4,000.00	143
EZ2 Lotto Vismin 9PM	29-10	12/11/2009	4,000.00	7
EZ2 Lotto 11AM	10-05	12/11/2009	4,000.00	214
EZ2 Lotto 4PM	02-10	12/11/2009	4,000.00	135
Superlotto 6/49	34-30-27-18-44-11	12/10/2009	46,742,288.40	0
6Digit	6-1-4-3-9-8	12/10/2009	2,056,700.10	0
Suertres Lotto 11AM	9-9-5	12/10/2009	4,500.00	207
Suertres Lotto 4PM	9-3-8	12/10/2009	4,500.00	146
Suertres Lotto 9PM	1-1-6	12/10/2009	4,500.00	576
EZ2 Lotto 9PM	06-07	12/10/2009	4,000.00	248
EZ2 Lotto Vismin 9PM	06-07	12/10/2009	4,000.00	14
EZ2 Lotto 11AM	12-29	12/10/2009	4,000.00	270
EZ2 Lotto 4PM	27-17	12/10/2009	4,000.00	17
Lotto 6/42	12-22-37-04-34-02	12/10/2009	9,182,354.40	0
Megalotto 6/45	15-02-14-30-32-23	12/9/2009	9,104,923.80	0
4Digit	4-3-5-7	12/9/2009	19,101.00	33
4D Vismin	4-3-5-7	12/9/2009	35,957.00	8
Suertres Lotto 11AM	0-7-3	12/9/2009	4,500.00	164
Suertres Lotto 4PM	0-8-4	12/9/2009	4,500.00	141
Suertres Lotto 9PM	2-2-6	12/9/2009	4,500.00	494
EZ2 Lotto 9PM	21-26	12/9/2009	4,000.00	216
EZ2 Lotto Vismin 9PM	21-26	12/9/2009	4,000.00	9
EZ2 Lotto 11AM	23-26	12/9/2009	4,000.00	54
EZ2 Lotto 4PM	12-30	12/9/2009	4,000.00	135
Superlotto 6/49	40-31-08-27-21-45	12/8/2009	40,421,923.20	0
6Digit	5-7-8-3-1-8	12/8/2009	1,687,910.38	0
Suertres Lotto 11AM	3-0-2	12/8/2009	4,500.00	332
Suertres Lotto 4PM	0-8-2	12/8/2009	4,500.00	60
Suertres Lotto 9PM	3-2-0	12/8/2009	4,500.00	328
EZ2 Lotto 9PM	14-30	12/8/2009	4,000.00	196
EZ2 Lotto Vismin 9PM	14-30	12/8/2009	4,000.00	2
Lotto 6/42	33-16-32-19-03-40	12/8/2009	7,008,159.60	0
EZ2 Lotto 11AM	21-14	12/8/2009	4,000.00	57
EZ2 Lotto 4PM	29-01	12/8/2009	4,000.00	23
Megalotto 6/45	23-34-09-32-40-31	12/7/2009	4,583,739.60	0
4Digit	3-4-5-3	12/7/2009	33,821.00	23
4D Vismin	3-4-5-3	12/7/2009	46,527.00	8
Suertres Lotto 11AM	5-1-7	12/7/2009	4,500.00	306
Suertres Lotto 4PM	5-8-2	12/7/2009	4,500.00	233
Suertres Lotto 9PM	4-0-9	12/7/2009	4,500.00	889
EZ2 Lotto 9PM	07-11	12/7/2009	4,000.00	495
EZ2 Lotto Vismin 9PM	07-11	12/7/2009	4,000.00	58
EZ2 Lotto 11AM	01-02	12/7/2009	4,000.00	175
EZ2 Lotto 4PM	22-31	12/7/2009	4,000.00	28
Superlotto 6/49	07-08-25-31-22-47	12/6/2009	35,227,224.00	0
Suertres Lotto 11AM	1-6-1	12/6/2009	4,500.00	112
Suertres Lotto 4PM	1-2-0	12/6/2009	4,500.00	266
Suertres Lotto 9PM	0-2-8	12/6/2009	4,500.00	388
EZ2 Lotto 9PM	03-21	12/6/2009	4,000.00	253
EZ2 Lotto Vismin 9PM	03-21	12/6/2009	4,000.00	13
EZ2 Lotto 11AM	08-15	12/6/2009	4,000.00	270
EZ2 Lotto 4PM	18-15	12/6/2009	4,000.00	118
6Digit	5-3-5-7-2-4	12/5/2009	1,533,679.02	0
Suertres Lotto 11AM	6-1-2	12/5/2009	4,500.00	411
Suertres Lotto 4PM	8-3-1	12/5/2009	4,500.00	201
Suertres Lotto 9PM	9-8-2	12/5/2009	4,500.00	343
EZ2 Lotto 9PM	15-27	12/5/2009	4,000.00	273
EZ2 Lotto Vismin 9PM	15-27	12/5/2009	4,000.00	24
Lotto 6/42	04-40-28-42-15-36	12/5/2009	3,965,491.80	0
PowerLotto	20-45-50-18-31-08	12/5/2009	84,203,280.00	0
EZ2 Lotto 11AM	02-28	12/5/2009	4,000.00	107
EZ2 Lotto 4PM	03-25	12/5/2009	4,000.00	96
Megalotto 6/45	13-24-11-10-12-29	12/4/2009	13,584,740.40	2
4Digit	3-7-9-9	12/4/2009	28,273.00	26
4D Vismin	3-7-9-9	12/4/2009	192,921.00	2
Suertres Lotto 11AM	0-7-2	12/4/2009	4,500.00	213
Suertres Lotto 4PM	1-9-3	12/4/2009	4,500.00	99
Suertres Lotto 9PM	2-2-9	12/4/2009	4,500.00	1049
EZ2 Lotto 9PM	02-01	12/4/2009	4,000.00	136
EZ2 Lotto Vismin 9PM	02-01	12/4/2009	4,000.00	24
EZ2 Lotto 11AM	17-14	12/4/2009	4,000.00	225
EZ2 Lotto 4PM	22-30	12/4/2009	4,000.00	54
Superlotto 6/49	36-48-25-13-39-07	12/3/2009	27,855,140.40	0
6Digit	7-9-0-8-9-9	12/3/2009	1,444,137.56	0
Suertres Lotto 11AM	0-6-8	12/3/2009	4,500.00	136
Suertres Lotto 4PM	4-1-7	12/3/2009	4,500.00	167
Suertres Lotto 9PM	2-3-7	12/3/2009	4,500.00	434
EZ2 Lotto 9PM	17-04	12/3/2009	4,000.00	196
EZ2 Lotto Vismin 9PM	17-04	12/3/2009	4,000.00	15
EZ2 Lotto 11AM	17-24	12/3/2009	4,000.00	57
EZ2 Lotto 4PM	28-01	12/3/2009	4,000.00	7
Lotto 6/42	26-10-25-02-18-34	12/3/2009	5,048,352.00	1
Megalotto 6/45	09-06-45-02-20-43	12/2/2009	8,832,031.20	0
4Digit	6-7-0-8	12/2/2009	50,119.00	13
4D Vismin	6-7-0-8	12/2/2009	24,161.00	9
Suertres Lotto 11AM	3-9-1	12/2/2009	4,500.00	343
Suertres Lotto 4PM	8-3-2	12/2/2009	4,500.00	167
Suertres Lotto 9PM	7-7-8	12/2/2009	4,500.00	358
EZ2 Lotto 9PM	05-18	12/2/2009	4,000.00	338
EZ2 Lotto Vismin 9PM	05-18	12/2/2009	4,000.00	30
EZ2 Lotto 11AM	26-30	12/2/2009	4,000.00	47
EZ2 Lotto 4PM	04-06	12/2/2009	4,000.00	83
Superlotto 6/49	43-29-20-01-13-24	12/1/2009	21,881,070.00	0
6Digit	6-9-1-5-2-8	12/1/2009	1,233,538.24	0
Suertres Lotto 11AM	1-6-8	12/1/2009	4,500.00	438
Suertres Lotto 4PM	9-5-0	12/1/2009	4,500.00	94
