Date;Players;Cash;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9;P-R10;W-R10;P-R11;W-R11;P-R12;W-R12;P-R13;W-R13
10-05-2013;676918;4826774,0000;0;0,0000;0;0,0000;0;360153,8000;2;7300,4000;61;301,8000;100;138,0000;109;99,9000;1826;30,1000;2485;20,1000;5419;15,5000;10307;15,2000;38505;10,5000;88509;4,7000
07-05-2013;421143;2763666,0000;0;0,0000;0;349861,0000;2;31805,5000;1;5831,0000;43;218,6000;136;102,2000;145;50,8000;2224;16,1000;2462;14,1000;5431;11,4000;10570;8,9000;33101;7,9000;70159;3,8000
03-05-2013;667958;4686140,0000;0;0,0000;0;516026,5000;1;64503,3000;3;7818,5000;64;255,3000;101;147,3000;131;81,8000;2305;22,6000;3189;15,8000;5106;15,5000;12865;11,5000;54868;7,6000;87659;4,6000
30-04-2013;409617;2636426,0000;0;0,0000;1;1007618,8000;2;41984,1000;4;4664,9000;53;230,6000;96;137,3000;139;60,7000;1976;16,6000;1861;16,5000;3407;15,5000;10962;8,2000;28119;8,4000;49521;4,8000
26-04-2013;709984;5007290,0000;0;32469030,0000;0;321778,8000;1;67037,2000;9;2394,1000;107;169,2000;158;106,5000;294;43,9000;4403;14,4000;4188;13,0000;6678;13,0000;23914;7,7000;60441;7,2000;99616;4,4000
23-04-2013;392189;2531240,0000;0;0,0000;0;144494,2000;1;33715,3000;6;4322,4000;70;110,9000;155;55,5000;80;70,8000;1221;24,4000;2376;11,0000;5531;8,4000;5999;14,1000;28525;7,5000;67401;3,3000
19-04-2013;673492;4666176,0000;0;0,0000;0;192916,4000;0;51444,3000;3;4946,5000;43;316,9000;83;160,8000;128;75,5000;2531;19,7000;2502;19,3000;5079;16,6000;16062;9,0000;44592;9,1000;87442;4,8000
16-04-2013;388795;2481598,0000;0;15000000,0000;0;124935,1000;2;6663,2000;5;1830,5000;96;103,3000;169;40,2000;149;44,5000;1767;16,2000;2199;12,2000;4703;9,3000;9016;8,8000;27775;7,7000;58953;3,7000
12-04-2013;719347;5040814,0000;0;26258943,0000;0;120631,5000;0;37529,8000;5;2181,9000;100;123,6000;226;64,8000;294;36,0000;3654;14,0000;4651;10,1000;8461;9,5000;18886;8,0000;59007;6,8000;107823;3,9000
09-04-2013;395679;2544532,0000;0;0,0000;0;346885,5000;1;86721,3000;2;4033,5000;44;240,8000;39;126,0000;89;72,1000;1305;22,9000;1542;16,9000;3099;14,4000;7205;12,5000;24155;8,9000;48199;4,6000
05-04-2013;696905;4905300,0000;2;13269447,0000;0;432708,4000;1;52449,5000;8;4062,9000;87;225,9000;133;125,3000;311;47,4000;4483;14,4000;4074;13,9000;7345;13,1000;22953;7,6000;60447;7,3000;105070;4,2000
02-04-2013;358403;2349846,0000;0;0,0000;0;520893,4000;0;34726,2000;0;4234,9000;37;190,3000;79;90,4000;84;60,2000;1424;20,4000;1865;13,7000;3994;10,8000;6731;11,4000;27296;7,8000;56127;3,8000
29-03-2013;1077866;8677518,0000;0;132486744,0000;0;571697,2000;0;105869,8000;7;4764,1000;120;247,3000;302;130,5000;420;60,1000;6217;17,4000;5830;16,0000;11250;14,2000;34952;8,4000;93195;8,2000;169881;4,5000
26-03-2013;659010;5276430,0000;0;0,0000;0;1007262,4000;0;61046,2000;1;5246,1000;91;218,7000;154;104,9000;152;75,2000;2167;24,7000;3344;16,3000;7766;12,4000;12301;13,1000;51006;8,9000;114987;4,0000
22-03-2013;1241014;10676836,0000;0;0,0000;1;500583,5000;0;62572,9000;10;5753,8000;209;211,4000;299;123,0000;374;71,5000;5718;21,6000;9311;14,1000;17130;12,9000;28999;11,5000;129946;7,7000;239608;4,2000
19-03-2013;398594;2578808,0000;0;0,0000;0;522853,6000;0;49795,5000;2;3556,8000;33;253,7000;73;122,4000;116;57,8000;1932;16,8000;1867;16,7000;4267;13,5000;9195;9,1000;26386;9,0000;57082;4,4000
15-03-2013;681087;4746940,0000;0;0,0000;0;388993,1000;3;39896,7000;11;4116,3000;78;167,0000;225;69,5000;170;65,9000;2336;21,9000;3813;13,3000;9136;9,6000;12160;12,1000;51287;8,0000;115098;3,6000
12-03-2013;351970;2273886,0000;0;15000000,0000;1;196291,6000;0;36350,2000;6;2478,4000;73;138,4000;119;68,2000;152;34,2000;2117;12,4000;2269;10,5000;4264;9,5000;10789;7,2000;30017;6,6000;52119;3,7000
08-03-2013;725963;5193518,0000;0;51689985,0000;0;580343,2000;0;116068,6000;0;5921,8000;88;229,1000;190;100,1000;143;76,2000;2477;24,3000;3836;15,0000;8852;10,9000;12323;13,3000;58340;8,2000;131702;3,6000
05-03-2013;412017;2724388,0000;0;0,0000;2;157601,5000;0;91934,2000;4;3404,9000;65;204,6000;109;106,9000;168;49,5000;2278;15,4000;2425;13,9000;4696;12,4000;11536;8,1000;34073;7,5000;61935;4,2000
01-03-2013;705379;4968994,0000;0;0,0000;0;543386,6000;0;67923,3000;8;5660,2000;104;215,9000;153;120,9000;210;66,4000;2746;20,3000;3815;14,6000;6607;13,7000;15489;10,4000;58902;7,5000;99680;4,4000
26-02-2013;389197;2532468,0000;0;0,0000;0;1029096,8000;0;31184,7000;6;2117,4000;52;144,0000;114;70,8000;144;37,3000;2437;12,9000;2322;10,9000;4725;9,1000;11219;7,8000;33617;6,7000;66041;3,4000
22-02-2013;660578;4602826,0000;0;0,0000;0;512860,7000;1;56984,5000;5;7770,6000;76;262,7000;161;115,3000;114;87,0000;1831;26,7000;3153;17,4000;7175;12,9000;10037;14,2000;45796;9,0000;101356;4,1000
19-02-2013;437317;2991428,0000;0;60298933,0000;0;137805,7000;0;29529,7000;6;4053,1000;83;146,0000;111;85,0000;100;63,6000;1641;20,4000;2854;11,3000;4971;11,0000;8376;11,3000;38248;6,9000;67033;3,9000
15-02-2013;703950;5060138,0000;0;0,0000;0;353661,1000;3;45341,1000;6;3135,2000;104;176,0000;197;97,0000;326;44,9000;4347;14,4000;5062;12,3000;9345;10,9000;20184;8,3000;61534;7,3000;121440;3,9000
12-02-2013;409059;2724548,0000;0;0,0000;0;73256,4000;1;26163,0000;3;2057,7000;74;114,1000;133;65,0000;185;38,5000;2136;14,2000;2795;9,9000;5111;9,3000;9622;8,5000;34803;6,4000;64850;3,6000
08-02-2013;690819;4862004,0000;0;0,0000;0;548441,1000;0;49858,2000;0;8845,8000;54;250,4000;208;84,1000;179;79,5000;2242;25,6000;2681;18,2000;9101;9,5000;11415;13,8000;38980;10,4000;130364;3,3000
05-02-2013;390061;2530804,0000;0;0,0000;1;347370,7000;0;173685,3000;1;5602,7000;41;239,7000;51;138,4000;75;66,7000;1359;20,8000;1572;16,0000;2807;15,3000;7326;10,7000;24534;8,2000;44859;4,7000
01-02-2013;663468;4628252,0000;0;0,0000;1;392178,9000;0;104581,0000;7;4841,7000;55;248,1000;118;114,6000;176;65,7000;2765;20,8000;3009;16,5000;6511;12,5000;15573;10,5000;45938;9,0000;101510;4,2000
29-01-2013;358973;2312974,0000;1;7500000,0000;1;100024,6000;0;55569,2000;1;2165,0000;50;168,2000;84;96,0000;101;43,3000;1671;15,8000;1869;13,7000;3363;12,6000;9198;8,4000;24541;8,2000;45980;4,3000
25-01-2013;679964;4845328,0000;0;44297359,0000;0;1698397,0000;0;94355,3000;3;4493,1000;99;202,5000;195;103,5000;243;54,9000;3320;17,5000;4352;13,7000;7763;12,0000;16938;9,5000;57836;7,6000;107372;4,0000
22-01-2013;380041;2488718,0000;0;0,0000;0;538245,6000;0;71766,0000;1;5436,8000;49;248,0000;84;139,9000;76;78,5000;1188;22,3000;1380;17,5000;2780;14,9000;6724;11,7000;23249;8,8000;47873;4,4000
18-01-2013;663690;4661596,0000;0;0,0000;0;404928,8000;0;107981,0000;1;6427,4000;60;243,0000;141;110,0000;143;74,6000;2078;24,2000;3040;15,9000;6691;12,2000;10854;13,0000;46693;8,5000;105159;3,9000
15-01-2013;361352;2324796,0000;0;0,0000;0;1041435,2000;0;43393,1000;1;5424,1000;25;275,6000;64;124,3000;58;87,2000;1000;26,5000;1304;19,7000;3267;13,2000;5455;13,3000;19162;10,7000;49994;4,3000
11-01-2013;704825;4974876,0000;0;34191508,0000;0;351169,5000;1;73160,3000;8;3704,3000;114;204,6000;173;112,5000;301;46,2000;3859;14,7000;4435;14,2000;8164;13,0000;19904;7,8000;57268;7,8000;103849;4,4000
08-01-2013;404680;2646920,0000;0;0,0000;0;374292,7000;0;37429,2000;0;4564,5000;47;232,2000;89;129,8000;105;53,2000;1772;15,7000;1911;14,6000;3513;13,5000;10827;8,0000;29094;7,7000;51057;4,4000
04-01-2013;668130;4699776,0000;0;0,0000;0;410158,6000;1;36458,5000;4;5258,4000;76;185,1000;149;81,4000;114;80,8000;1993;25,3000;3195;14,1000;7452;10,0000;10090;14,0000;46665;8,2000;109825;3,5000
01-01-2013;406632;2824714,0000;0;12677536,0000;0;849669,7000;0;62938,5000;2;5664,4000;45;248,8000;80;109,8000;71;68,3000;1391;21,3000;1843;16,7000;4330;12,1000;7393;11,5000;26121;9,0000;68164;3,9000
28-12-2012;719006;5151262,0000;0;0,0000;1;351110,3000;1;53198,5000;5;4876,5000;79;232,7000;151;130,3000;306;43,8000;4805;12,8000;4273;13,9000;7095;13,4000;25209;6,9000;64921;7,1000;107389;4,3000
25-12-2012;354984;2371680,0000;0;0,0000;0;345171,6000;0;63920,6000;2;6689,3000;30;205,7000;77;96,4000;57;67,9000;1071;21,9000;1791;14,2000;3938;11,0000;5609;11,8000;24872;8,2000;57626;3,9000
21-12-2012;896321;6832266,0000;0;101835641,0000;3;215116,3000;3;39437,9000;2;6465,2000;123;221,6000;245;111,8000;227;73,0000;3104;23,3000;4937;15,2000;10555;12,2000;16327;12,6000;72297;8,2000;155585;3,9000
18-12-2012;487500;3480430,0000;0;0,0000;0;360313,6000;1;96083,6000;2;4619,4000;50;203,2000;79;118,3000;169;52,0000;2957;15,5000;2431;14,1000;4332;13,4000;15924;8,0000;40808;7,5000;68250;4,4000
14-12-2012;780715;5737878,0000;0;0,0000;0;495632,2000;0;41302,6000;3;5696,9000;68;243,3000;173;113,9000;176;83,7000;2249;26,0000;4151;15,5000;8231;12,3000;12461;13,8000;58255;8,3000;123492;3,9000
11-12-2012;460111;3191344,0000;0;0,0000;1;432596,9000;0;144198,9000;2;5030,1000;62;209,5000;107;98,0000;150;62,9000;1994;19,4000;2655;14,2000;5201;11,3000;10323;10,1000;37373;7,9000;71646;4,0000
07-12-2012;746191;5398312,0000;0;0,0000;0;458225,9000;0;55542,5000;4;3916,4000;92;196,8000;210;109,4000;325;47,3000;4905;14,8000;4825;13,5000;7484;13,1000;25430;7,8000;66183;7,3000;108336;4,4000
04-12-2012;434303;2924864,0000;0;0,0000;0;602939,7000;1;66993,3000;1;4276,1000;57;181,4000;97;95,0000;148;52,4000;2135;16,8000;2533;12,5000;4642;11,2000;10564;9,3000;37246;7,1000;68025;3,8000
30-11-2012;746922;5270918,0000;0;0,0000;1;222092,8000;0;84606,7000;5;4626,9000;76;191,5000;144;110,1000;187;58,7000;3066;18,9000;4232;13,0000;7789;12,1000;16752;10,5000;63357;7,1000;115834;4,0000
27-11-2012;413219;2699870,0000;0;0,0000;0;224393,1000;1;41554,2000;3;3528,1000;39;175,3000;94;84,1000;96;61,0000;1488;19,3000;1910;13,9000;4034;11,6000;8106;10,1000;28888;7,7000;57813;4,0000
23-11-2012;696920;4881904,0000;0;0,0000;0;152903,3000;4;37376,3000;7;2355,6000;111;118,8000;198;76,3000;237;41,1000;3551;14,8000;4763;10,5000;7807;10,7000;17123;9,3000;59731;6,7000;103531;3,9000
20-11-2012;401129;2651470,0000;1;22756968,0000;1;1163545,0000;0;55406,9000;8;1292,8000;46;234,0000;90;131,9000;89;79,7000;1376;24,4000;1663;17,8000;3552;14,6000;7339;12,5000;25804;9,2000;52693;4,6000
16-11-2012;715292;5053746,0000;0;0,0000;1;224753,3000;0;46103,2000;7;3444,4000;80;178,3000;144;90,4000;238;49,6000;3494;15,8000;4114;11,9000;7576;11,0000;18079;8,9000;60155;7,0000;108508;3,9000
13-11-2012;764399;6202310,0000;0;169837010,0000;0;121209,1000;1;33938,5000;12;2438,1000;146;148,8000;236;83,3000;370;42,1000;4807;14,9000;4975;12,2000;9653;10,6000;24056;8,8000;73268;7,2000;140366;3,8000
09-11-2012;1053965;8487832,0000;0;0,0000;0;336582,1000;0;72124,7000;12;3658,5000;165;195,7000;279;106,0000;393;54,4000;5403;18,4000;8249;11,7000;14677;11,2000;26797;10,2000;106806;6,9000;184515;4,0000
06-11-2012;656967;5123198,0000;0;0,0000;0;1016014,1000;1;48381,6000;4;4770,0000;78;238,7000;150;118,3000;227;62,9000;3236;18,8000;3318;16,2000;6799;13,2000;16880;9,7000;50779;8,4000;107017;4,1000
02-11-2012;855994;6743520,0000;0;0,0000;2;226567,0000;2;55383,0000;1;4032,7000;150;157,3000;227;91,2000;270;52,4000;4099;17,9000;5926;11,3000;10330;10,9000;20697;10,3000;83070;6,7000;148158;3,8000
30-10-2012;546223;4111704,0000;0;0,0000;0;277226,2000;1;61605,8000;6;4544,6000;59;237,3000;150;117,4000;153;64,2000;2327;20,9000;3326;14,1000;6112;12,9000;11826;11,1000;49654;7,5000;87491;4,2000
26-10-2012;763833;5768912,0000;0;0,0000;0;545517,1000;0;66123,2000;4;5348,2000;127;179,3000;243;88,3000;328;61,2000;3525;20,4000;5625;12,1000;10967;10,1000;17972;11,2000;70469;7,3000;141174;3,6000
23-10-2012;420903;2976486,0000;0;0,0000;0;337503,8000;0;90001,0000;3;4787,2000;53;225,5000;107;100,6000;118;75,4000;1430;24,4000;2241;16,4000;4819;12,3000;7028;13,0000;30658;9,1000;66092;4,1000
19-10-2012;739613;5433276,0000;0;0,0000;0;655940,1000;1;65594,0000;4;8199,2000;99;221,9000;245;103,7000;170;83,7000;2243;27,0000;4002;16,9000;9071;13,0000;11846;14,2000;51342;9,5000;115717;4,4000
16-10-2012;406023;2780158,0000;0;0,0000;0;405752,6000;0;33812,7000;1;3559,2000;37;284,4000;64;140,1000;119;63,5000;1906;18,3000;1728;18,4000;3427;15,1000;11979;8,6000;25579;9,4000;51648;4,7000
12-10-2012;733806;5281650,0000;0;0,0000;0;304832,2000;0;121932,8000;9;3544,5000;64;249,5000;146;109,0000;349;51,5000;5075;14,8000;4271;15,2000;8192;12,5000;26768;7,7000;61648;7,9000;119045;4,0000
09-10-2012;393572;2618372,0000;0;0,0000;0;113637,1000;0;22281,8000;2;3507,3000;74;114,3000;137;69,6000;103;54,8000;1488;18,7000;2855;10,0000;4902;9,6000;7479;11,1000;34811;6,5000;62706;3,7000
05-10-2012;740132;5289420,0000;0;0,0000;0;296794,7000;2;45660,7000;4;3157,3000;105;145,4000;176;86,1000;236;49,9000;3231;18,4000;5378;10,2000;8701;10,7000;15814;10,9000;75644;6,2000;120302;3,8000
02-10-2012;380794;2511454,0000;0;0,0000;0;180306,9000;0;51516,2000;1;3836,3000;37;160,6000;64;103,3000;92;66,4000;1218;21,6000;1885;13,2000;3188;13,3000;6824;11,2000;29368;7,4000;49089;4,4000
28-09-2012;1113743;9565520,0000;0;100000000,0000;1;163925,6000;4;31727,5000;7;4639,4000;153;201,3000;300;104,4000;364;57,7000;5739;18,1000;6717;14,6000;13178;12,7000;31000;9,7000;104976;7,8000;205799;4,1000
25-09-2012;383206;2551666,0000;0;0,0000;0;1119328,8000;1;31092,4000;0;7175,1000;34;237,2000;60;114,5000;92;71,7000;1297;22,0000;1741;15,6000;3909;12,0000;7077;11,6000;27398;8,2000;59720;3,9000
21-09-2012;716478;5088480,0000;0;0,0000;0;345710,4000;1;82312,0000;3;6402,0000;75;262,3000;193;117,1000;146;86,6000;2136;26,1000;3341;17,3000;7648;13,6000;11407;13,4000;49843;9,1000;112514;4,3000
18-09-2012;362513;2362404,0000;0;0,0000;0;513168,7000;0;85528,1000;0;6335,4000;34;273,1000;53;161,6000;88;65,4000;1511;17,0000;1528;16,7000;2786;16,2000;8824;8,2000;27502;7,8000;49150;4,6000
14-09-2012;688089;4881950,0000;0;26580854,0000;1;193014,2000;0;38602,8000;4;2757,3000;120;142,4000;163;83,9000;249;44,1000;3458;14,6000;4570;10,8000;8125;10,6000;17531;8,4000;64929;6,5000;114544;3,9000
11-09-2012;367263;2404718,0000;0;0,0000;0;150406,5000;1;26996,0000;3;3509,4000;55;183,2000;95;96,6000;110;56,9000;1509;18,1000;2073;14,1000;3698;12,4000;8165;9,6000;26867;7,9000;50134;4,2000
07-09-2012;717552;5167784,0000;0;47319633,0000;0;267078,5000;1;103863,8000;2;4210,6000;80;216,7000;123;115,7000;253;49,4000;3832;15,7000;3694;15,0000;7403;12,5000;20275;8,6000;54507;8,0000;109230;4,1000
04-09-2012;398219;2672490,0000;0;0,0000;1;295265,8000;0;98421,9000;4;5964,9000;45;250,3000;74;114,5000;94;77,9000;1471;23,0000;1929;15,5000;3857;12,6000;7756;12,2000;30690;8,0000;62489;3,9000
31-08-2012;698115;4974614,0000;0;0,0000;0;599110,4000;1;74888,8000;0;5651,9000;50;242,9000;118;119,9000;171;83,7000;2092;25,5000;3107;16,6000;7112;13,0000;11354;13,2000;47684;8,8000;107239;4,2000
28-08-2012;370908;2431068,0000;0;0,0000;0;359462,1000;1;44932,7000;6;4279,3000;40;214,2000;75;117,2000;121;64,0000;1433;19,8000;1949;14,2000;3276;13,1000;7270;10,4000;28556;7,6000;47871;4,4000
24-08-2012;723672;5237382,0000;0;47570390,0000;0;315732,5000;0;57405,9000;15;1715,9000;180;135,7000;242;80,8000;632;25,3000;7258;9,6000;6159;10,4000;10823;10,1000;32142;5,8000;71474;6,5000;129722;3,8000
21-08-2012;413753;2808766,0000;0;0,0000;0;601468,4000;0;400978,9000;2;5569,1000;56;227,2000;95;128,3000;123;68,6000;1718;20,2000;2132;14,7000;4042;13,6000;8781;10,6000;33360;7,5000;62182;4,2000
17-08-2012;675941;4869564,0000;0;0,0000;2;198691,8000;1;99345,9000;8;3137,2000;75;210,3000;162;107,1000;360;43,1000;5466;13,4000;4229;14,0000;7831;12,1000;26695;7,5000;60582;7,7000;111039;4,0000
14-08-2012;415263;2795830,0000;0;0,0000;0;601187,4000;0;57255,9000;1;6910,2000;36;292,7000;78;140,2000;113;62,3000;1100;28,3000;1572;19,5000;3383;14,7000;6297;14,2000;24275;10,0000;55436;4,5000
10-08-2012;1722589;15034588,0000;0;190000000,0000;0;2640734,2000;4;66975,1000;6;6753,7000;199;240,4000;514;107,9000;441;78,7000;7229;24,2000;9712;15,8000;21500;12,1000;37702;13,0000;151719;8,4000;336565;3,9000
07-08-2012;1191362;10169560,0000;0;0,0000;0;2318241,1000;1;54277,3000;4;6194,7000;219;225,3000;380;115,3000;335;74,8000;5178;22,6000;7376;15,6000;13974;13,7000;29203;11,5000;109741;8,1000;202438;4,4000
03-08-2012;1139388;9304334,0000;0;0,0000;1;691478,2000;1;104769,4000;5;5649,3000;120;269,7000;209;137,1000;307;73,9000;5068;21,9000;6022;17,3000;11741;14,7000;29013;10,8000;94880;8,9000;180988;4,6000
31-07-2012;663197;5284364,0000;0;0,0000;1;384462,0000;0;64077,0000;1;6007,2000;82;259,1000;186;135,2000;175;74,9000;2550;22,4000;3485;16,3000;6693;14,6000;14392;11,5000;54536;8,3000;103090;4,6000
27-07-2012;844739;6657726,0000;0;0,0000;0;275299,9000;0;58730,6000;1;5206,6000;93;236,1000;209;105,2000;194;69,6000;2936;21,4000;4789;15,4000;10228;11,9000;15834;11,5000;70187;8,2000;156722;3,8000
24-07-2012;502949;3853812,0000;0;0,0000;0;541281,6000;0;60142,4000;5;4365,1000;50;234,4000;165;93,4000;123;70,9000;1861;23,2000;2424;16,6000;6274;10,9000;9959;12,3000;35616;9,3000;91687;3,7000
20-07-2012;816502;6235924,0000;0;0,0000;0;330815,6000;0;110271,8000;3;6541,5000;65;220,4000;201;96,7000;169;82,9000;2655;25,2000;3959;15,4000;9148;11,6000;12921;14,3000;60911;8,5000;142352;3,8000
17-07-2012;454961;3314048,0000;0;0,0000;1;699301,3000;0;46620,0000;1;8325,0000;27;303,0000;83;123,6000;86;89,3000;1323;27,4000;1994;18,0000;4850;13,0000;7595;14,0000;31812;9,3000;74205;4,1000
13-07-2012;885293;6528278,0000;0;0,0000;0;230432,8000;0;59085,3000;7;4129,6000;89;224,1000;174;113,4000;284;55,4000;4492;16,7000;4240;15,9000;8808;13,5000;24283;8,7000;65008;8,4000;131834;4,3000
10-07-2012;409445;2872890,0000;0;0,0000;0;413089,1000;0;41308,9000;2;5037,6000;50;205,1000;87;108,2000;134;64,5000;1752;20,2000;2331;14,5000;4641;12,4000;8445;11,1000;32366;7,9000;64351;4,1000
06-07-2012;704561;5154962,0000;0;0,0000;0;457323,8000;0;152441,2000;4;6351,7000;86;283,1000;169;141,7000;153;82,7000;2538;24,4000;3246;19,4000;6164;16,2000;13938;11,6000;49405;9,6000;99307;4,8000
03-07-2012;387087;2644430,0000;0;0,0000;0;283044,1000;1;34308,3000;1;3699,9000;56;154,7000;95;75,3000;149;49,3000;1920;16,1000;2253;12,2000;4570;10,3000;9362;9,0000;33868;7,0000;64131;3,7000
29-06-2012;706797;5112746,0000;0;0,0000;1;341031,2000;5;29915,0000;3;4899,8000;100;194,4000;305;66,3000;191;72,1000;2446;24,2000;4040;15,2000;12028;9,1000;11761;13,5000;51774;9,0000;144201;3,4000
26-06-2012;376313;2514536,0000;0;0,0000;0;517206,6000;0;57467,4000;3;5387,5000;38;202,4000;84;82,2000;60;83,4000;1015;26,7000;1674;14,6000;4228;9,7000;5507;14,5000;24263;8,5000;57287;3,5000
22-06-2012;676853;4808670,0000;0;0,0000;0;0,0000;0;363305,8000;3;4954,1000;62;245,7000;136;134,8000;269;44,8000;5076;12,0000;3177;16,5000;6203;14,9000;29443;5,8000;53150;8,0000;102451;4,5000
19-06-2012;361268;2381306,0000;0;15000000,0000;0;510269,0000;0;37797,7000;3;4859,7000;48;179,3000;95;86,3000;85;67,7000;1347;22,0000;1852;14,0000;3867;11,9000;6951;12,1000;27256;7,7000;55795;3,9000
15-06-2012;725641;5206764,0000;0;13414228,0000;0;295711,3000;0;34789,5000;3;2257,3000;89;187,4000;175;101,1000;369;34,9000;5820;11,0000;4028;13,6000;7775;12,2000;30537;5,9000;60173;7,5000;114484;4,2000
12-06-2012;379605;2528698,0000;0;0,0000;0;1096061,4000;0;52193,4000;2;5892,8000;44;214,5000;74;90,6000;59;94,4000;905;28,7000;1668;15,9000;3743;11,3000;4942;15,2000;23194;8,9000;55687;3,8000
08-06-2012;1202242;9818126,0000;1;79026422,0000;0;144240,3000;0;30366,3000;9;4507,5000;164;185,6000;377;82,0000;259;73,3000;4513;23,3000;6994;14,5000;16304;10,8000;23700;12,6000;97327;8,4000;227843;3,7000
05-06-2012;658558;5269310,0000;0;0,0000;0;373759,1000;0;106788,3000;4;4791,7000;87;206,3000;161;114,2000;212;68,4000;2643;22,5000;4294;14,7000;7756;13,4000;13894;11,9000;57534;8,3000;106863;4,5000
01-06-2012;940889;7426598,0000;0;0,0000;1;473810,3000;2;67687,1000;5;6768,7000;107;221,9000;216;97,2000;186;83,5000;2826;27,4000;4749;15,8000;11207;11,4000;15801;14,4000;71750;8,7000;170078;3,8000
29-05-2012;468560;3603712,0000;0;0,0000;0;169380,2000;2;20164,3000;2;5428,8000;109;139,2000;216;66,8000;102;72,0000;1678;23,7000;3341;12,0000;7441;9,2000;8467;13,2000;42175;7,4000;92798;3,5000
25-05-2012;771633;5864968,0000;0;0,0000;1;248846,7000;0;67867,2000;10;3010,2000;102;196,2000;213;97,5000;320;47,3000;4897;15,4000;3861;15,1000;7925;12,7000;28340;7,9000;60691;8,2000;115732;4,3000
22-05-2012;433971;3130574,0000;0;0,0000;0;458062,3000;1;45806,2000;0;6940,3000;43;261,9000;74;148,5000;95;75,5000;1573;22,2000;1911;17,5000;3355;15,9000;9518;10,7000;30406;8,9000;56757;4,8000
18-05-2012;692344;5133962,0000;0;0,0000;0;522515,8000;0;69668,7000;4;5048,4000;74;232,4000;197;113,1000;169;76,5000;2062;24,8000;3511;16,3000;7983;13,0000;10791;13,7000;48890;8,9000;115341;4,2000
15-05-2012;402670;2798460,0000;0;0,0000;0;287265,4000;0;27358,6000;3;2697,3000;71;147,2000;98;90,8000;184;36,8000;2715;13,0000;2584;11,1000;4288;11,3000;13607;7,6000;36610;6,5000;60982;4,0000
11-05-2012;689250;4950592,0000;0;0,0000;0;247546,5000;0;64178,7000;3;5776,0000;80;246,7000;183;102,7000;172;83,3000;2161;26,1000;3784;16,1000;8730;11,5000;10592;14,2000;54418;8,7000;124087;3,7000
08-05-2012;357999;2372764,0000;0;0,0000;0;164312,0000;0;82156,0000;3;1786,0000;41;186,9000;55;111,2000;140;41,0000;2192;13,0000;1889;13,7000;3250;13,6000;11586;7,0000;27892;7,6000;47335;4,5000
04-05-2012;684260;4830558,0000;0;0,0000;0;329061,7000;0;137109,0000;2;6529,0000;37;279,0000;93;138,8000;147;80,2000;2006;24,7000;2918;17,5000;5722;14,9000;11988;12,0000;46757;9,1000;89095;4,6000
01-05-2012;271118;1758558,0000;0;0,0000;0;425249,2000;1;31499,9000;0;5062,4000;22;232,7000;57;94,1000;47;89,1000;704;27,0000;1210;15,5000;2871;10,5000;3554;14,6000;17185;8,4000;42738;3,5000
27-04-2012;691443;4971228,0000;0;44407281,0000;1;432746,4000;0;144248,8000;6;3898,6000;74;274,9000;144;122,5000;221;64,0000;2972;20,5000;3121;17,1000;6824;13,4000;16246;10,3000;48286;8,8000;102164;4,3000
24-04-2012;348693;2312516,0000;0;0,0000;0;341799,6000;1;113933,2000;0;5893,0000;32;246,3000;62;125,3000;117;51,2000;2183;13,6000;1859;15,1000;3022;14,4000;11219;6,8000;28702;7,6000;47320;4,5000
20-04-2012;682938;4834968,0000;0;0,0000;3;275784,5000;3;45964,0000;3;7879,5000;60;303,9000;166;102,2000;106;101,7000;1828;29,6000;2324;22,1000;7735;11,6000;10394;15,1000;34194;11,8000;118470;3,7000
17-04-2012;322968;2094838,0000;0;0,0000;0;945977,5000;0;63065,1000;1;6306,5000;35;255,4000;44;118,5000;61;87,8000;776;28,5000;1229;18,2000;2778;13,1000;4217;15,2000;19548;9,7000;47955;4,0000
13-04-2012;870793;6195440,0000;0;53763217,0000;2;142395,4000;0;27383,7000;9;2524,7000;144;147,3000;243;91,9000;438;39,4000;6109;12,8000;5989;12,0000;9323;12,3000;30569;7,0000;82585;6,9000;132998;4,2000
10-04-2012;322588;2169204,0000;0;0,0000;1;169293,1000;0;67717,2000;2;3680,2000;26;273,3000;32;142,5000;129;52,1000;1745;14,7000;1515;14,9000;2622;14,5000;9895;7,5000;25607;7,4000;44154;4,4000
06-04-2012;701393;4994008,0000;0;0,0000;1;236476,9000;1;42444,5000;5;5517,7000;92;184,2000;117;101,6000;176;67,7000;2299;21,7000;3419;13,6000;5845;13,0000;13015;11,7000;52820;7,5000;89415;4,4000
03-04-2012;353380;2313696,0000;0;0,0000;0;335817,6000;0;25832,1000;3;5088,1000;46;192,8000;104;69,7000;59;90,0000;824;29,0000;1738;14,3000;4514;9,6000;4410;15,8000;22943;8,5000;58040;3,6000
30-03-2012;644205;4546122,0000;0;0,0000;0;317003,5000;0;58704,3000;2;5080,1000;58;257,9000;148;95,3000;105;88,6000;1744;28,0000;2589;17,2000;6997;11,8000;9788;14,8000;40746;9,4000;104315;3,9000
