Date;Players;Cash;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9;P-R10;W-R10;P-R11;W-R11;P-R12;W-R12;P-R13;W-R13
15-09-2017;1204256;11174567,5000;0;0,0000;1;354592,0000;0;26080,5000;3;5770,9000;148;182,3000;245;142,4000;302;59,6000;3430;26,0000;6624;15,4000;16096;11,8000;18529;13,9000;89635;8,6000;215982;4,3000
12-09-2017;446178;3189400,0000;0;0,0000;0;408037,8000;0;38014,6000;2;3575,7000;42;142,2000;76;110,2000;128;45,1000;1463;20,8000;2000;13,1000;5303;9,2000;6663;11,8000;26853;7,9000;65960;3,8000
08-09-2017;622347;4779487,5000;0;0,0000;0;1051958,4000;0;61253,2000;2;4993,4000;51;220,4000;111;121,7000;96;75,1000;1801;20,4000;2301;16,6000;5225;14,2000;10106;10,0000;36548;8,5000;80276;4,8000
05-09-2017;400554;2822715,0000;0;0,0000;1;142799,2000;1;13858,1000;2;1427,0000;71;95,7000;126;72,6000;128;42,8000;1638;14,5000;2271;10,7000;4783;9,7000;7269;9,1000;28248;6,8000;59608;3,9000
01-09-2017;620944;4781795,0000;0;28287321,0000;0;344019,4000;0;48075,6000;4;2672,1000;70;131,3000;206;63,6000;119;54,2000;3336;11,0000;3255;11,2000;6566;10,6000;16386;6,3000;47112;6,5000;96909;4,0000
29-08-2017;393405;2784730,0000;0;0,0000;1;695443,6000;0;40494,1000;2;2731,9000;41;149,0000;85;102,1000;70;56,6000;1248;17,7000;1752;13,5000;3759;12,0000;6067;9,5000;24251;7,4000;52424;4,3000
25-08-2017;599922;4607950,0000;0;17000000,0000;0;495917,1000;0;16500,6000;0;4708,0000;59;143,3000;65;159,6000;175;41,4000;1149;29,8000;2476;13,8000;7006;8,9000;6184;16,5000;35812;8,3000;95661;3,6000
22-08-2017;438927;3224932,5000;0;44105265,0000;0;64840,1000;0;22653,0000;7;703,5000;109;61,3000;216;35,4000;181;33,3000;2467;9,3000;3385;7,4000;5906;8,6000;9871;6,5000;37550;5,5000;68338;3,8000
18-08-2017;728048;5822810,0000;0;0,0000;0;346160,2000;0;48374,8000;5;3286,3000;64;194,1000;231;87,3000;147;75,8000;3462;14,9000;3164;16,1000;6598;14,7000;18403;7,4000;46222;8,5000;96354;5,0000
15-08-2017;358100;2554742,5000;0;0,0000;0;0,0000;0;203988,9000;2;4188,6000;21;202,5000;53;141,0000;52;68,4000;822;24,0000;1071;17,1000;2487;13,5000;4705;12,8000;17153;8,9000;40476;4,5000
11-08-2017;590680;4520167,5000;0;0,0000;1;331152,7000;2;46277,5000;2;3429,6000;65;186,8000;88;164,0000;173;62,2000;1094;29,6000;2476;17,2000;6034;13,2000;5884;15,7000;32152;9,7000;78978;4,8000
08-08-2017;417190;3013745,0000;0;36563144,0000;0;190106,2000;0;35422,3000;2;3609,6000;40;190,5000;63;110,1000;63;75,0000;1065;19,5000;1445;14,8000;2938;14,8000;5738;10,5000;22850;7,7000;45151;4,9000
04-08-2017;598128;4620462,5000;0;0,0000;0;257083,6000;0;47902,1000;5;4686,0000;40;240,7000;105;145,7000;64;91,9000;1785;20,0000;1895;19,3000;3955;17,3000;11873;9,3000;32490;9,2000;66551;5,3000
01-08-2017;393002;2806547,5000;0;0,0000;0;178435,6000;0;13853,2000;0;3252,4000;37;149,7000;70;110,4000;89;46,9000;907;21,9000;1548;14,1000;3738;10,7000;4955;11,9000;21551;8,1000;53582;4,0000
28-07-2017;631632;4991857,5000;0;57871110,0000;0;386027,3000;1;38532,9000;6;2314,6000;68;171,8000;173;99,0000;109;60,2000;2244;18,0000;2811;14,1000;5924;12,2000;11323;9,7000;44259;7,6000;88534;4,3000
25-07-2017;428807;3130662,5000;0;0,0000;0;789831,2000;1;61320,2000;0;3912,2000;23;255,2000;57;140,2000;54;81,6000;1162;22,4000;1376;18,1000;3163;14,9000;6384;11,1000;23994;9,0000;54544;4,7000
21-07-2017;520199;4036032,5000;0;0,0000;1;524034,0000;0;81368,9000;0;2296,1000;48;142,3000;143;74,1000;87;58,7000;2382;13,2000;2577;11,9000;4800;12,1000;13319;7,1000;36752;6,9000;68591;4,5000
18-07-2017;405952;2915180,0000;0;0,0000;0;148215,2000;0;86302,5000;1;4020,3000;33;189,9000;95;83,8000;60;79,0000;1486;12,6000;1513;15,2000;2736;15,3000;8194;6,4000;23218;7,5000;44343;5,0000
14-07-2017;607880;4680917,5000;0;0,0000;0;1004016,9000;1;77948,9000;3;3010,0000;55;172,0000;104;117,7000;108;63,0000;1357;21,0000;2444;13,7000;5650;11,8000;7270;11,6000;37270;7,5000;83822;4,1000
11-07-2017;417106;2992860,0000;0;17000000,0000;0;369210,2000;0;34397,3000;4;2900,8000;34;202,5000;73;131,1000;103;66,2000;1026;23,0000;1475;16,2000;3757;12,8000;5341;12,3000;22156;8,6000;54698;4,4000
07-07-2017;654987;5105460,0000;0;28975630,0000;0;218998,7000;0;25503,6000;2;4024,0000;53;162,0000;102;110,4000;101;65,9000;1861;17,9000;2432;15,8000;5127;14,2000;11424;8,7000;37885;8,3000;79620;4,9000
04-07-2017;437747;3193422,5000;0;0,0000;1;379863,3000;0;44237,2000;4;2111,0000;52;160,2000;131;68,7000;100;59,5000;1755;12,7000;1917;13,4000;3951;12,5000;9734;6,8000;27288;7,4000;56250;4,6000
30-06-2017;1143770;10365312,5000;0;100000000,0000;0;312627,5000;1;62412,4000;3;4190,0000;98;199,0000;205;112,8000;206;67,8000;3585;19,3000;4937;16,0000;11409;13,8000;20626;9,8000;77941;8,6000;171534;4,8000
27-06-2017;519909;4014525,0000;0;0,0000;0;134619,5000;0;31354,4000;3;2147,0000;80;112,4000;140;97,1000;153;44,3000;1656;17,9000;3039;11,4000;6296;10,1000;8163;10,0000;36298;7,1000;79529;4,0000
23-06-2017;704896;5683805,0000;0;0,0000;0;299869,8000;0;69843,0000;4;3036,6000;59;201,0000;325;61,1000;113;74,1000;4850;9,8000;3195;13,7000;6361;13,6000;23422;5,5000;50494;7,0000;100394;4,6000
20-06-2017;476134;3594865,0000;0;0,0000;0;281580,8000;0;49187,5000;0;4009,8000;44;192,5000;72;126,8000;104;63,7000;1204;22,2000;2003;15,4000;4639;12,3000;6609;12,0000;28185;8,3000;67687;4,3000
16-06-2017;702125;5549620,0000;0;0,0000;0;140525,5000;0;20141,5000;3;6403,6000;44;209,2000;87;178,2000;127;64,2000;1371;31,1000;2598;17,8000;6360;13,2000;7767;16,4000;39106;9,5000;99073;4,4000
13-06-2017;479645;3538402,5000;0;0,0000;0;407800,2000;1;15830,2000;2;3573,7000;41;162,2000;126;108,1000;129;45,2000;1436;21,4000;2195;13,5000;5404;9,7000;7469;12,1000;30112;7,9000;74123;3,7000
09-06-2017;708558;5573080,0000;0;0,0000;0;1114645,4000;0;23601,2000;5;7469,7000;63;193,7000;121;139,9000;235;49,7000;1639;26,4000;3020;16,7000;8689;10,9000;8692;13,7000;38817;9,7000;115504;4,0000
06-06-2017;414187;3021552,5000;0;0,0000;0;0,0000;0;318587,2000;2;2848,8000;37;183,2000;130;79,3000;68;70,1000;1938;12,3000;1412;15,8000;3102;14,4000;11038;5,9000;24029;7,9000;50977;4,8000
02-06-2017;989372;8966822,5000;1;153873716,0000;0;290732,0000;3;20608,8000;9;2088,7000;160;135,3000;375;78,6000;321;49,1000;5166;14,6000;6271;12,7000;12998;11,4000;26067;7,7000;81125;7,4000;167990;4,3000
30-05-2017;713589;6268692,5000;0;0,0000;0;484442,6000;0;19911,5000;1;3066,0000;123;139,4000;239;82,6000;227;48,7000;3114;15,7000;4586;12,7000;9289;11,1000;15075;8,8000;59480;7,3000;124876;4,1000
26-05-2017;800015;7041642,5000;0;0,0000;1;427598,1000;0;44263,3000;6;3542,8000;97;168,9000;198;112,7000;166;60,6000;2823;20,0000;3727;15,2000;8959;11,9000;14414;10,9000;57734;8,1000;136562;4,1000
23-05-2017;656914;5639310,0000;0;0,0000;0;334478,8000;0;38951,9000;1;2988,6000;68;152,5000;137;107,1000;159;49,8000;2053;20,5000;3406;13,3000;7618;10,8000;10674;11,1000;47167;7,8000;107806;4,1000
19-05-2017;859927;7449677,5000;0;0,0000;0;269554,1000;2;25112,8000;7;1588,3000;158;91,1000;413;58,0000;322;38,9000;5347;12,1000;6340;9,7000;12205;9,3000;23908;7,6000;75322;6,4000;150840;3,8000
16-05-2017;564034;4643347,5000;0;0,0000;0;372071,0000;2;15292,8000;4;1550,7000;84;99,3000;173;63,1000;172;43,1000;2542;13,3000;3317;10,3000;6248;10,3000;12084;8,0000;40782;6,7000;85202;4,1000
12-05-2017;740327;6183800,0000;0;0,0000;0;0,0000;1;170116,9000;2;2858,0000;73;181,6000;198;88,5000;159;64,3000;3390;15,1000;3708;14,2000;7722;12,8000;17833;7,7000;54841;7,6000;112283;4,5000
09-05-2017;512302;4023277,5000;0;0,0000;1;96432,9000;0;17277,1000;6;2112,6000;70;92,7000;137;78,3000;144;41,5000;1995;14,8000;3115;9,8000;5730;10,2000;9361;9,4000;40094;6,2000;77459;4,1000
05-05-2017;700338;5701185,0000;0;0,0000;0;309747,4000;0;144287,3000;0;3442,7000;58;163,1000;159;111,3000;102;70,1000;2444;17,5000;3622;13,3000;6871;12,9000;11581;9,8000;52207;7,3000;103909;4,4000
02-05-2017;432048;3314437,5000;0;0,0000;0;395316,8000;0;14165,1000;2;4503,6000;39;167,6000;72;165,9000;164;32,5000;906;30,1000;1642;16,5000;6396;7,9000;4691;16,3000;22707;9,9000;79043;3,3000
28-04-2017;718236;5758835,0000;0;0,0000;0;582414,6000;0;67825,5000;13;2106,3000;66;162,3000;222;75,4000;137;62,4000;3210;13,9000;2920;14,0000;6152;12,6000;18130;7,4000;45494;7,8000;96120;4,5000
25-04-2017;447499;3276280,0000;0;0,0000;1;87179,1000;0;26106,4000;9;1787,7000;89;125,7000;161;61,0000;129;53,8000;2241;11,7000;2410;11,6000;4714;11,8000;10797;6,9000;32260;6,8000;61304;4,4000
21-04-2017;617496;4757075,0000;0;0,0000;0;347215,1000;0;40435,1000;5;3042,7000;73;142,5000;124;99,0000;146;53,8000;1892;18,5000;3295;12,0000;6423;11,4000;9326;10,1000;45908;6,8000;86172;4,3000
18-04-2017;366494;2651012,5000;0;0,0000;0;699968,4000;1;54343,5000;1;5695,9000;21;199,6000;51;170,8000;57;60,6000;640;30,1000;1270;16,4000;3130;12,6000;3416;15,8000;18660;9,0000;48342;4,4000
14-04-2017;599693;4646550,0000;0;0,0000;0;325832,5000;0;45534,0000;3;2420,8000;67;139,4000;114;112,4000;178;43,7000;1800;20,8000;2743;13,4000;7122;9,8000;9239;11,8000;37227;7,9000;99632;3,8000
11-04-2017;524056;4149640,0000;0;83397527,0000;0;986781,3000;0;45966,5000;1;3306,4000;41;176,6000;134;84,4000;81;71,3000;2272;14,4000;2136;14,5000;4751;12,6000;12850;7,5000;33411;7,7000;72541;4,4000
07-04-2017;686001;5588457,5000;0;0,0000;0;617869,9000;2;26165,2000;1;2995,3000;80;167,0000;136;106,1000;151;59,0000;2314;18,8000;3396;13,2000;6997;12,3000;12002;9,9000;48348;7,2000;100434;4,4000
04-04-2017;457693;3476945,0000;0;0,0000;0;297859,9000;0;52031,2000;2;3181,2000;29;188,8000;116;92,4000;89;73,1000;1801;15,9000;1977;14,9000;4134;13,1000;9690;8,4000;29511;7,8000;62228;4,5000
31-03-2017;645316;5148190,0000;0;0,0000;0;585756,2000;0;19489,8000;4;5802,7000;57;197,4000;94;166,2000;150;53,7000;1634;28,9000;2630;16,3000;7070;10,8000;8095;15,4000;37627;9,1000;103585;3,9000
28-03-2017;415486;3057480,0000;0;0,0000;0;266676,3000;1;14333,5000;2;2940,0000;42;163,6000;87;116,9000;98;55,8000;1204;21,4000;1604;14,8000;3888;11,5000;6030;11,6000;23551;8,3000;58766;4,1000
24-03-2017;617667;4815095,0000;0;0,0000;0;152897,1000;2;49856,0000;4;1486,9000;100;111,3000;245;62,7000;170;50,9000;3156;12,4000;3437;11,3000;6923;11,0000;15661;7,2000;47755;6,7000;91832;4,2000
21-03-2017;412161;2968830,0000;0;0,0000;0;373296,5000;0;34778,0000;3;4050,2000;26;220,7000;71;131,2000;65;73,8000;1099;22,9000;1319;17,5000;3209;13,6000;5941;12,3000;21406;9,0000;52302;4,4000
17-03-2017;614668;4748640,0000;0;0,0000;1;518886,3000;0;21973,5000;10;1407,4000;87;123,7000;223;63,5000;144;52,3000;2819;12,6000;3308;11,6000;6436;11,3000;14334;7,2000;43738;6,9000;86537;4,3000
14-03-2017;508008;3968692,5000;0;80571199,0000;0;244777,0000;2;32577,9000;4;3598,1000;38;171,6000;117;85,2000;89;65,2000;1806;14,8000;2386;13,4000;4652;12,9000;9410;8,1000;35017;7,2000;70627;4,5000
10-03-2017;705977;5747932,5000;0;0,0000;0;1279253,6000;1;74488,1000;1;4701,2000;47;231,6000;103;145,3000;127;76,1000;1672;25,0000;2438;18,9000;5316;16,0000;9116;12,9000;36941;9,8000;86143;5,3000
07-03-2017;466324;3518627,5000;0;0,0000;0;0,0000;0;275024,5000;2;4419,6000;24;240,9000;60;146,7000;57;85,8000;1131;23,8000;1565;18,0000;3519;15,8000;6790;11,1000;26101;9,1000;54111;5,3000
03-03-2017;673009;5345317,5000;0;0,0000;0;233684,5000;0;45356,4000;0;5787,4000;41;212,8000;114;154,8000;132;51,1000;1473;28,1000;2319;18,0000;6553;11,1000;7838;14,8000;33892;10,0000;99217;4,0000
28-02-2017;430321;3156230,0000;0;0,0000;0;0,0000;1;240661,4000;1;5232,4000;20;231,4000;49;174,2000;85;60,2000;801;30,3000;1404;17,9000;3804;12,6000;4320;16,1000;21813;9,5000;55431;4,3000
24-02-2017;611179;4769007,5000;0;0,0000;1;154279,6000;2;25153,4000;1;3844,7000;111;126,4000;118;115,3000;221;47,1000;1711;20,4000;3782;11,6000;7424;10,7000;8505;11,2000;47488;6,9000;92444;4,1000
21-02-2017;393941;2813740,0000;0;0,0000;0;364667,6000;0;56623,5000;1;6924,0000;26;188,9000;66;130,7000;48;75,6000;867;22,5000;1355;15,2000;2986;13,8000;5246;11,2000;22725;7,8000;45937;4,7000
17-02-2017;601816;4647202,5000;0;17000000,0000;1;347002,9000;0;30307,8000;2;3593,8000;43;177,9000;143;111,0000;112;66,6000;2294;18,0000;2525;15,6000;4907;13,9000;12897;9,0000;38043;8,3000;75787;4,8000
14-02-2017;448767;3320162,5000;1;23570709,0000;0;855914,6000;0;33225,3000;2;3611,4000;34;177,7000;78;107,3000;68;62,2000;1250;20,2000;1741;15,1000;3995;12,3000;6352;11,0000;25954;8,1000;61180;4,3000
10-02-2017;641448;5020797,5000;0;0,0000;0;280518,3000;1;43557,2000;4;2061,7000;96;137,7000;204;86,4000;146;52,2000;2611;16,2000;3436;12,4000;6789;11,4000;14119;8,7000;44420;7,4000;88060;4,4000
07-02-2017;406042;2922980,0000;0;0,0000;0;0,0000;0;319734,2000;2;3693,0000;44;157,8000;113;104,2000;79;63,6000;1116;21,0000;1856;13,7000;3927;12,2000;5188;12,0000;22881;8,3000;53331;4,4000
03-02-2017;597821;4630650,0000;0;0,0000;0;369790,5000;0;51677,0000;1;4212,8000;53;192,5000;159;99,4000;91;77,9000;2416;15,1000;2176;15,6000;4392;14,6000;14017;7,6000;36752;7,6000;75196;4,7000
31-01-2017;398303;2875985,0000;0;25880509,0000;0;270663,6000;0;63040,6000;4;2010,9000;41;136,2000;134;76,1000;91;45,5000;1577;14,6000;2203;11,5000;4568;9,8000;7577;8,4000;29069;6,7000;61640;3,8000
27-01-2017;596459;4641162,5000;0;0,0000;0;538931,3000;0;25104,6000;5;2361,4000;67;176,7000;214;82,5000;123;70,7000;2674;14,5000;2815;13,9000;5504;13,5000;14333;7,5000;39834;7,6000;77781;4,8000
24-01-2017;492090;3902745,0000;0;88587275,0000;1;96333,8000;5;9872,3000;10;1172,0000;91;79,2000;201;54,9000;244;26,8000;2339;12,2000;3729;8,5000;7857;7,7000;10732;7,7000;42315;6,0000;88994;3,6000
20-01-2017;700969;5768850,0000;0;0,0000;0;447519,0000;1;19543,5000;7;1593,2000;92;132,1000;268;63,2000;149;56,6000;3333;12,6000;3716;11,8000;7281;11,6000;17008;7,1000;53667;6,8000;104034;4,3000
17-01-2017;465897;3594555,0000;0;0,0000;0;239148,7000;0;27850,2000;1;3757,9000;36;184,5000;69;123,0000;98;66,9000;1215;21,9000;1697;16,6000;3970;13,0000;6814;11,3000;26146;8,9000;59696;4,6000
13-01-2017;819152;6568377,5000;0;0,0000;0;175314,5000;1;36295,7000;4;2577,1000;79;123,5000;265;73,6000;170;54,7000;3934;13,2000;4429;11,4000;8405;11,3000;19621;7,3000;62953;6,7000;121711;4,2000
10-01-2017;415923;3078735,0000;0;0,0000;0;280821,3000;0;39243,8000;1;1919,5000;37;136,5000;120;88,1000;97;53,4000;1788;15,5000;1654;14,4000;3926;11,9000;9614;8,2000;25607;7,9000;54200;4,4000
06-01-2017;608904;4810645,0000;0;0,0000;0;215540,4000;0;27889,8000;1;6138,8000;47;173,6000;107;130,1000;140;57,9000;1558;22,6000;2600;14,2000;5979;11,0000;8432;12,1000;38247;8,0000;89952;4,0000
03-01-2017;390119;2847245,0000;0;0,0000;0;0,0000;1;134726,3000;2;2904,7000;47;162,5000;66;118,7000;99;49,4000;1087;21,7000;1584;15,2000;4839;10,3000;5381;12,0000;21703;8,7000;59638;3,9000
30-12-2016;658689;5239625,0000;0;0,0000;0;379409,6000;0;37872,3000;1;3087,4000;87;154,5000;159;96,3000;145;58,1000;1983;18,3000;3253;13,0000;6963;11,3000;9985;10,1000;44122;7,5000;97712;4,2000
27-12-2016;404080;2979067,5000;0;25251858,0000;2;251503,3000;0;87866,9000;2;6139,7000;55;184,4000;50;160,9000;73;59,5000;920;28,3000;1635;15,8000;4016;12,1000;4470;15,3000;22444;8,6000;56149;4,2000
23-12-2016;664173;5232450,0000;0;0,0000;0;603821,6000;0;40181,9000;1;2807,7000;66;148,3000;157;89,1000;172;59,2000;2510;16,1000;2708;14,2000;5836;13,2000;14400;8,2000;40611;7,9000;81326;4,9000
20-12-2016;460234;3501737,5000;0;61653352,0000;0;67191,0000;1;14606,2000;6;1599,4000;73;72,2000;125;77,9000;146;35,5000;1451;17,3000;2936;8,6000;5436;9,1000;6685;10,8000;38467;5,8000;70500;3,8000
16-12-2016;663935;5306030,0000;0;0,0000;1;201174,7000;0;28113,5000;1;4435,8000;73;178,0000;120;141,3000;160;59,1000;1762;24,8000;2283;16,8000;5827;12,7000;9651;12,8000;35541;9,1000;87331;4,4000
13-12-2016;430194;3167387,5000;0;0,0000;0;276224,8000;1;96503,8000;3;2950,1000;41;199,4000;131;85,1000;67;76,2000;2000;14,4000;1704;15,8000;3477;14,0000;10784;7,3000;26340;8,1000;54981;4,7000
09-12-2016;637505;5012280,0000;0;0,0000;1;138311,1000;0;42952,3000;3;2471,6000;77;157,6000;185;102,0000;164;56,4000;2267;17,7000;3276;13,8000;7136;12,0000;11794;9,2000;44828;7,6000;94588;4,4000
06-12-2016;407593;2958865,0000;0;0,0000;0;184977,1000;0;21541,6000;2;1960,3000;44;118,4000;126;64,5000;97;39,5000;1918;13,0000;2059;10,8000;4426;9,2000;9550;7,8000;27918;6,7000;59725;3,8000
02-12-2016;649529;5106667,5000;0;29377167,0000;0;565854,2000;0;65896,9000;1;6446,4000;46;194,2000;106;164,0000;145;53,5000;1308;28,8000;2860;15,2000;7519;10,2000;6886;15,6000;39769;8,7000;103250;3,8000
29-11-2016;407339;2944647,5000;0;0,0000;0;189176,2000;1;58748,4000;3;3918,4000;33;211,3000;89;127,4000;69;73,8000;1022;22,3000;1505;16,6000;3608;13,0000;5660;11,7000;24221;8,3000;55911;4,2000
25-11-2016;706672;5685695,0000;0;30570889,0000;0;209907,9000;1;8889,0000;2;2928,1000;99;112,2000;165;112,1000;338;25,2000;2012;22,3000;3738;12,6000;11667;7,4000;9062;12,9000;45953;8,2000;141400;3,2000
22-11-2016;462178;3449807,5000;0;0,0000;0;842897,4000;0;65440,1000;1;4364,8000;36;204,8000;81;124,7000;94;74,3000;1236;21,3000;1649;16,7000;3633;13,5000;6741;11,0000;25777;8,6000;58671;4,5000
18-11-2016;666107;5247995,0000;0;0,0000;0;571704,1000;0;16644,5000;4;2894,7000;68;148,1000;152;91,3000;162;54,8000;2247;16,5000;3396;13,1000;7292;11,7000;11195;9,0000;46694;7,4000;99984;4,3000
15-11-2016;441850;3224000,0000;0;0,0000;1;395179,0000;0;61361,1000;9;1637,1000;46;165,3000;140;63,5000;77;65,1000;2447;10,8000;1718;14,2000;3585;14,2000;13065;5,5000;26202;7,7000;52553;4,9000
11-11-2016;578656;4534177,5000;0;0,0000;1;180024,7000;2;35939,8000;5;3155,2000;83;163,2000;190;93,7000;128;63,7000;2563;16,3000;2954;13,9000;5748;12,9000;13023;8,7000;42773;7,4000;81679;4,5000
08-11-2016;482930;3576732,5000;0;39336342,0000;0;845567,8000;0;65647,4000;2;4013,7000;42;177,7000;95;97,5000;98;68,0000;1176;20,0000;1979;14,4000;3877;13,5000;6749;11,0000;29841;7,7000;59892;4,7000
04-11-2016;713063;5626077,5000;0;0,0000;1;299189,9000;0;39819,8000;2;2034,9000;67;161,2000;242;54,8000;125;72,5000;5340;8,8000;3371;12,3000;6278;12,9000;26390;5,0000;53839;6,5000;104217;4,4000
01-11-2016;393397;2880732,5000;0;0,0000;0;245644,5000;2;19071,1000;3;2209,3000;42;144,2000;102;85,3000;110;48,3000;1382;16,6000;1833;13,3000;4023;11,1000;6843;9,4000;24352;7,7000;54568;4,2000
28-10-2016;1058766;8651377,5000;0;17375733,0000;0;317750,6000;0;46254,8000;9;1616,0000;126;144,9000;428;64,3000;230;53,7000;5656;12,6000;5475;12,4000;11770;11,0000;28811;7,2000;78056;7,1000;165330;4,1000
25-10-2016;491363;3696557,5000;1;50108729,0000;0;156002,2000;2;24223,1000;2;2132,6000;56;117,7000;135;75,3000;134;47,2000;1807;15,6000;2578;11,0000;5287;10,5000;8019;9,3000;33935;6,7000;70165;4,1000
21-10-2016;684078;5394017,5000;0;0,0000;0;408989,5000;0;28577,5000;2;3882,8000;60;176,2000;88;130,8000;140;65,3000;1885;21,7000;2671;15,9000;6459;12,7000;9423;11,9000;41438;8,4000;100297;4,3000
18-10-2016;439949;3237390,0000;0;0,0000;0;0,0000;0;177605,0000;3;1893,5000;48;124,4000;116;76,8000;114;44,8000;1671;14,8000;2077;11,9000;4639;10,3000;8502;8,4000;30130;6,9000;63862;4,0000
14-10-2016;656678;5204182,5000;0;0,0000;1;258506,3000;0;21503,2000;3;2454,1000;77;130,9000;158;103,6000;230;34,4000;1910;20,8000;3562;13,0000;10184;8,7000;9346;11,9000;43143;8,0000;123006;3,6000
11-10-2016;781492;7188987,5000;1;168085323,0000;0;183627,4000;0;35640,7000;8;3122,3000;118;143,2000;233;110,3000;284;46,0000;2863;21,2000;4736;13,5000;11114;10,3000;14768;11,6000;60781;8,0000;145757;4,0000
07-10-2016;1022989;9537825,0000;0;0,0000;0;195998,0000;4;26429,0000;7;3364,6000;166;134,0000;269;110,5000;418;39,0000;3373;21,9000;5980;13,0000;15265;9,8000;17437;12,0000;80800;7,8000;191397;3,9000
04-10-2016;710788;6589742,5000;0;0,0000;1;225641,2000;1;33443,7000;5;3213,2000;97;142,7000;240;107,8000;188;54,4000;2940;20,4000;4362;12,5000;9572;11,0000;14419;11,4000;57497;7,7000;130468;4,1000
30-09-2016;1164447;11350185,0000;0;0,0000;1;404891,9000;2;37721,5000;9;3294,7000;118;194,7000;292;117,9000;305;67,6000;4133;21,0000;6298;15,9000;15246;12,7000;21271;11,3000;89256;8,8000;209449;4,6000
27-09-2016;394396;2841810,0000;0;0,0000;0;293260,3000;0;29272,9000;1;4772,7000;25;199,4000;48;170,1000;89;54,4000;782;28,4000;1432;16,2000;3792;10,8000;4140;15,5000;21018;8,9000;56028;3,9000
23-09-2016;607508;4090476,0000;0;23850387,0000;0;221259,6000;1;40229,0000;5;5268,0000;70;232,9000;122;123,0000;170;56,8000;2784;17,0000;3081;16,2000;5717;14,4000;14694;8,7000;43363;8,5000;81731;4,5000
20-09-2016;386443;2379920,0000;0;0,0000;1;446188,1000;0;59491,7000;1;5720,3000;22;267,7000;54;121,2000;74;69,1000;1327;19,0000;1344;16,7000;2981;13,5000;7820;9,6000;23047;8,4000;47417;4,2000
16-09-2016;634403;4278474,0000;0;39758892,0000;1;281165,6000;1;26033,8000;2;4420,8000;115;157,8000;203;71,0000;182;65,4000;2223;21,2000;3755;12,7000;8434;9,3000;11043;12,4000;50529;7,8000;108031;3,5000
13-09-2016;407577;2546382,0000;0;0,0000;0;486020,2000;1;54002,2000;0;4909,2000;39;196,6000;64;93,7000;95;65,6000;1351;20,1000;1905;14,4000;3872;11,8000;7397;10,5000;28927;7,7000;58770;3,9000
09-09-2016;610708;4091200,0000;0;0,0000;0;267192,9000;2;20241,8000;12;2589,0000;90;121,6000;198;62,4000;227;41,6000;2870;15,2000;4271;10,3000;8178;8,8000;12598;9,9000;53288;6,7000;103157;3,5000
06-09-2016;392518;2409774,0000;0;0,0000;0;0,0000;1;397404,9000;1;8279,2000;33;218,4000;72;112,0000;57;72,2000;991;23,2000;1671;14,9000;3565;12,2000;5464;12,3000;24112;8,3000;51660;4,1000
02-09-2016;632380;4271380,0000;0;7840860,0000;0;153095,1000;2;21870,7000;3;3703,9000;95;151,1000;246;61,7000;138;74,0000;1849;24,4000;2813;16,0000;6113;12,6000;10351;12,8000;41798;9,0000;88220;4,2000
30-08-2016;401872;2519418,0000;0;0,0000;0;156756,5000;0;62702,6000;5;4019,3000;43;187,8000;94;101,5000;115;57,4000;1511;18,2000;1983;14,4000;3935;12,5000;7898;9,9000;28389;7,9000;55121;4,1000
26-08-2016;588503;3937088,0000;0;0,0000;0;218708,1000;0;48601,8000;5;4463,4000;71;198,9000;109;111,4000;110;71,2000;1955;20,9000;3228;13,7000;5819;12,6000;10478;11,2000;47036;7,4000;84049;4,2000
23-08-2016;382090;2350088,0000;0;0,0000;0;293780,6000;1;48963,4000;1;5246,0000;45;247,6000;84;122,0000;108;60,4000;1620;17,7000;1678;16,6000;3312;13,8000;8356;9,3000;24283;8,7000;49199;4,4000
19-08-2016;636079;4375804,0000;0;54894441,0000;1;157672,0000;0;78836,0000;4;3071,5000;69;191,0000;127;112,2000;286;35,4000;4079;11,2000;3984;12,0000;6691;12,3000;19947;6,6000;56207;6,7000;93398;4,1000
16-08-2016;389560;2490914,0000;0;0,0000;0;472441,7000;0;78740,2000;2;5624,3000;29;278,9000;57;130,6000;106;64,0000;1455;19,4000;1525;17,7000;2922;15,2000;8621;9,5000;23746;9,2000;46531;4,7000
12-08-2016;625514;4238172,0000;0;0,0000;2;452022,3000;2;37668,5000;4;4264,3000;61;213,1000;173;105,8000;142;68,0000;1996;23,1000;2973;15,9000;6215;13,1000;10270;12,7000;43398;8,7000;88036;4,2000
09-08-2016;407136;2553950,0000;0;0,0000;0;190658,9000;1;63552,9000;3;5674,3000;24;243,8000;76;125,9000;99;71,3000;1574;21,2000;1873;16,0000;3744;13,2000;8398;10,7000;28788;8,3000;55409;4,2000
05-08-2016;606571;4076872,0000;0;0,0000;1;436957,5000;0;48550,8000;2;3703,0000;68;220,4000;115;121,6000;207;48,7000;3198;15,6000;2979;14,7000;5308;13,4000;17501;7,9000;46969;7,8000;82770;4,4000
02-08-2016;384620;2388592,0000;0;0,0000;1;296716,8000;0;59343,3000;4;4636,2000;53;184,1000;73;105,6000;149;48,4000;1752;16,4000;1938;14,1000;3637;12,8000;9249;8,8000;27629;7,9000;50885;4,2000
